phenotype,databaseId,description,cohortId,analysisName,sensitivity95Ci,ppv95Ci,specificity95Ci,npv95Ci,cutPoint,truePositives,trueNegatives,falsePositives,falseNegatives,estimatedPrevalence,f1Score,sensitivity,sensitivityCi95Lb,sensitivityCi95Ub,ppv,ppvCi95Lb,ppvCi95Ub,specificity,specificityCi95Lb,specificityCi95Ub,npv,npvCi95Lb,npvCi95Ub,runDateTime,totalSubjects,rawCases,estimatedCases,rawTar,estimatedTar,rawPrevalence,estimatedPrevalence,rawPrevalenceRate,estimatedPrevalenceRate
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female35-54YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),0.998 (0.989 - 1.000),0.996 (0.986 - 1.000),Expected Value,0,508,1,2,0.319,0,0,0,0.975,0,0,0.975,0.998035,0.989103,0.99995,0.996078,0.985906,0.999525,Feb 06 2024 12:39:22 PM,510,0,2,2586,2583.1,0,0.319,0,0.063
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female35-54YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),0.998 (0.988 - 1.000),0.996 (0.985 - 0.999),Expected Value,0,476,1,2,0.326,0,0,0,0.975,0,0,0.975,0.997904,0.988375,0.999947,0.995816,0.984968,0.999493,Feb 06 2024 12:39:22 PM,479,0,2,2365.7,2362.8,0,0.326,0,0.066
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female35-54YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),0.998 (0.988 - 1.000),0.996 (0.985 - 0.999),Expected Value,0,476,1,2,0.326,0,0,0,0.975,0,0,0.975,0.997904,0.988375,0.999947,0.995816,0.984968,0.999493,Feb 06 2024 12:39:22 PM,479,0,2,2365.7,2362.8,0,0.326,0,0.066
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female35-54YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),0.998 (0.989 - 1.000),0.996 (0.985 - 0.999),Expected Value,0,482,1,2,0.328,0,0,0,0.975,0,0,0.975,0.99793,0.988519,0.999948,0.995868,0.985153,0.999499,Feb 06 2024 12:39:22 PM,484,0,2,2400.1,2397.3,0,0.328,0,0.066
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,Female55-64YO,0.036 (0.004 - 0.123),0.667 (0.094 - 0.992),1.000 (0.999 - 1.000),0.993 (0.991 - 0.995),Expected Value,2,8356,1,54,0.67,0.068,0.035714,0.004355,0.123132,0.666667,0.094299,0.991596,0.99988,0.999333,0.999997,0.99346,0.991496,0.99507,Feb 05 2024 9:32:53 PM,8412,36,56,25115.9,25088.8,0.428,0.67,0.143,0.225
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,Female55-64YO,0.607 (0.468 - 0.735),0.944 (0.813 - 0.993),1.000 (0.999 - 1.000),0.997 (0.996 - 0.998),Expected Value,35,8354,1,22,0.67,0.739,0.607143,0.467537,0.735009,0.944444,0.813363,0.9932,0.99988,0.999333,0.999997,0.997373,0.996026,0.998353,Feb 05 2024 9:32:53 PM,8412,36,56,25115.9,25088.8,0.428,0.67,0.143,0.225
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female55-64YO,0.455 (0.244 - 0.678),0.909 (0.587 - 0.998),1.000 (0.999 - 1.000),0.997 (0.995 - 0.998),Expected Value,11,3816,0,11,0.576,0.606,0.454545,0.243862,0.677895,0.909091,0.58722,0.997701,1,0.999034,1,0.996864,0.994529,0.998379,Feb 06 2024 12:39:43 PM,3838,13,22,19504.9,19492.2,0.339,0.576,0.067,0.113
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female55-64YO,0.545 (0.322 - 0.756),0.923 (0.640 - 0.998),1.000 (0.999 - 1.000),0.997 (0.995 - 0.999),Expected Value,12,3815,1,10,0.576,0.686,0.545455,0.322105,0.756138,0.923077,0.639703,0.998054,1,0.999034,1,0.997386,0.995197,0.998746,Feb 06 2024 12:39:43 PM,3838,13,22,19504.9,19492.2,0.339,0.576,0.067,0.113
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female55-64YO,0.500 (0.157 - 0.843),0.333 (0.099 - 0.651),0.998 (0.996 - 0.999),0.999 (0.997 - 1.000),Expected Value,4,3625,8,5,0.244,0.4,0.5,0.157013,0.842987,0.333333,0.099246,0.651124,0.997798,0.995666,0.999049,0.998623,0.996789,0.999553,Feb 06 2024 12:39:43 PM,3642,5,9,18337.6,18331.4,0.137,0.244,0.027,0.048
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female55-64YO,0.500 (0.157 - 0.843),0.333 (0.099 - 0.651),0.998 (0.996 - 0.999),0.999 (0.997 - 1.000),Expected Value,4,3610,8,5,0.245,0.4,0.5,0.157013,0.842987,0.333333,0.099246,0.651124,0.997789,0.995648,0.999045,0.998617,0.996775,0.999551,Feb 06 2024 12:39:43 PM,3627,5,9,18207.3,18201.2,0.138,0.245,0.027,0.049
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female55-64YO,0.222 (0.028 - 0.600),0.333 (0.043 - 0.777),0.999 (0.997 - 1.000),0.998 (0.996 - 0.999),Expected Value,2,3666,4,7,0.246,0.267,0.222222,0.028145,0.600094,0.333333,0.043272,0.777222,0.99891,0.997211,0.999703,0.997822,0.995713,0.999059,Feb 06 2024 12:39:43 PM,3679,5,9,18522,18515.5,0.136,0.246,0.027,0.049
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,Female65-74YO,0.120 (0.109 - 0.131),0.980 (0.962 - 0.992),1.000 (1.000 - 1.000),0.995 (0.995 - 0.995),Expected Value,402,628656,7,2952,0.531,0.213,0.119559,0.108765,0.131021,0.98044,0.961824,0.991519,0.999989,0.999977,0.999996,0.995325,0.995153,0.995491,Feb 05 2024 9:38:51 PM,632017,2486,3354,1748736.5,1747711,0.393,0.531,0.142,0.192
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,Female65-74YO,0.704 (0.689 - 0.719),0.932 (0.922 - 0.942),1.000 (1.000 - 1.000),0.998 (0.998 - 0.998),Expected Value,2493,628485,181,1046,0.56,0.803,0.704436,0.689097,0.719437,0.932311,0.922121,0.941542,0.999712,0.999667,0.999753,0.998337,0.998233,0.998436,Feb 05 2024 9:38:51 PM,632205,2674,3539,1749083.4,1748064.3,0.423,0.56,0.153,0.202
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female65-74YO,0.526 (0.502 - 0.550),0.956 (0.942 - 0.968),1.000 (1.000 - 1.000),0.997 (0.997 - 0.997),Expected Value,923,300123,41,831,0.581,0.679,0.525956,0.502269,0.549555,0.956432,0.941562,0.968422,0.999863,0.999815,0.999902,0.997239,0.997045,0.997423,Feb 06 2024 12:40:03 PM,301918,1371,1753,1321985.4,1321476.4,0.454,0.581,0.104,0.133
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female65-74YO,0.720 (0.698 - 0.741),0.920 (0.905 - 0.934),1.000 (1.000 - 1.000),0.998 (0.998 - 0.999),Expected Value,1263,300056,108,491,0.581,0.808,0.719909,0.698247,0.740832,0.920496,0.904892,0.934267,0.99964,0.999566,0.999705,0.998366,0.998215,0.998508,Feb 06 2024 12:40:03 PM,301918,1371,1753,1321985.4,1321476.4,0.454,0.581,0.104,0.133
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female65-74YO,0.722 (0.691 - 0.752),0.677 (0.646 - 0.708),0.999 (0.999 - 0.999),0.999 (0.999 - 0.999),Expected Value,626,293022,298,241,0.295,0.699,0.72203,0.690912,0.75163,0.677489,0.646279,0.707563,0.998987,0.998866,0.999099,0.999178,0.999068,0.999279,Feb 06 2024 12:40:03 PM,294187,689,867,1281356.5,1281116,0.234,0.295,0.054,0.068
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female65-74YO,0.723 (0.691 - 0.752),0.679 (0.647 - 0.709),0.999 (0.999 - 0.999),0.999 (0.999 - 0.999),Expected Value,625,292595,296,240,0.295,0.7,0.722543,0.691403,0.752159,0.67861,0.647371,0.708702,0.998989,0.998868,0.999101,0.999177,0.999066,0.999278,Feb 06 2024 12:40:03 PM,293756,688,866,1278039.7,1277799.7,0.234,0.295,0.054,0.068
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female65-74YO,0.551 (0.518 - 0.584),0.758 (0.723 - 0.790),0.999 (0.999 - 1.000),0.999 (0.999 - 0.999),Expected Value,492,295419,156,400,0.301,0.638,0.551066,0.517723,0.584071,0.757716,0.722824,0.79024,0.999472,0.999383,0.999552,0.998648,0.998509,0.998777,Feb 06 2024 12:40:03 PM,296467,688,891,1293053.4,1292785.6,0.232,0.301,0.053,0.069
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,Female75-84YO,0.123 (0.116 - 0.130),0.982 (0.971 - 0.989),1.000 (1.000 - 1.000),0.974 (0.974 - 0.975),Expected Value,928,252223,16,6619,2.905,0.218,0.122847,0.115521,0.130465,0.981992,0.971323,0.989475,0.999933,0.999892,0.999961,0.974428,0.973813,0.975033,Feb 05 2024 9:50:37 PM,259786,5954,7547,1162182.5,1160437.8,2.292,2.905,0.512,0.65
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,Female75-84YO,0.753 (0.743 - 0.762),0.941 (0.935 - 0.947),0.999 (0.998 - 0.999),0.992 (0.992 - 0.993),Expected Value,5978,251870,373,1962,3.052,0.837,0.752866,0.743222,0.762323,0.941112,0.935038,0.946777,0.998517,0.998359,0.998664,0.99227,0.991922,0.992607,Feb 05 2024 9:50:37 PM,260183,6351,7940,1163446.9,1161710.2,2.441,3.052,0.546,0.683
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female75-84YO,0.565 (0.550 - 0.580),0.961 (0.953 - 0.969),0.999 (0.999 - 0.999),0.988 (0.987 - 0.989),Expected Value,2387,151863,95,1837,2.705,0.712,0.564867,0.549757,0.579888,0.961322,0.95297,0.96856,0.999375,0.999236,0.999494,0.988048,0.987492,0.988585,Feb 06 2024 12:40:31 PM,156182,3410,4224,1036608.4,1035603.1,2.183,2.705,0.329,0.408
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female75-84YO,0.751 (0.738 - 0.764),0.931 (0.922 - 0.939),0.998 (0.998 - 0.999),0.993 (0.993 - 0.994),Expected Value,3175,151723,235,1049,2.705,0.832,0.75142,0.738097,0.764395,0.930792,0.921751,0.939085,0.998454,0.998243,0.998645,0.993134,0.992707,0.993541,Feb 06 2024 12:40:31 PM,156182,3410,4224,1036608.4,1035603.1,2.183,2.705,0.329,0.408
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female75-84YO,0.862 (0.844 - 0.878),0.733 (0.713 - 0.753),0.996 (0.996 - 0.997),0.998 (0.998 - 0.999),Expected Value,1396,139615,508,224,1.143,0.792,0.861728,0.843955,0.878179,0.733193,0.712715,0.752951,0.996375,0.996046,0.996683,0.998398,0.998174,0.998601,Feb 06 2024 12:40:31 PM,141743,1481,1621,930109.7,929947.3,1.045,1.143,0.159,0.174
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female75-84YO,0.862 (0.844 - 0.878),0.733 (0.713 - 0.753),0.996 (0.996 - 0.997),0.998 (0.998 - 0.999),Expected Value,1375,138305,500,221,1.137,0.792,0.861529,0.843605,0.87811,0.733333,0.712696,0.753239,0.996398,0.996068,0.996706,0.998397,0.998172,0.998601,Feb 06 2024 12:40:31 PM,140401,1458,1597,916037.7,915875.4,1.038,1.137,0.159,0.174
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female75-84YO,0.673 (0.650 - 0.696),0.788 (0.766 - 0.809),0.998 (0.998 - 0.998),0.996 (0.996 - 0.997),Expected Value,1114,142534,298,539,1.144,0.726,0.673321,0.650117,0.695908,0.788244,0.765991,0.80929,0.997914,0.997663,0.998144,0.996233,0.995901,0.996544,Feb 06 2024 12:40:31 PM,144485,1458,1653,949081.6,948852.1,1.009,1.144,0.154,0.174
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,Female85PlusYO,0.092 (0.086 - 0.098),0.980 (0.968 - 0.989),1.000 (1.000 - 1.000),0.931 (0.930 - 0.933),Expected Value,797,106081,15,7841,7.528,0.168,0.092162,0.086142,0.098458,0.980296,0.968198,0.988696,0.999859,0.999767,0.999921,0.931172,0.929687,0.932636,Feb 05 2024 9:56:43 PM,114734,6361,8637,584844.7,582384.7,5.544,7.528,1.088,1.483
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,Female85PlusYO,0.694 (0.684 - 0.703),0.930 (0.924 - 0.936),0.996 (0.995 - 0.996),0.975 (0.974 - 0.976),Expected Value,6205,105634,467,2739,7.775,0.795,0.693761,0.684091,0.703305,0.930006,0.923619,0.936014,0.995608,0.995191,0.995997,0.974726,0.973774,0.975653,Feb 05 2024 9:56:43 PM,115045,6672,8944,585879.4,583426.7,5.799,7.775,1.139,1.533
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female85PlusYO,0.517 (0.503 - 0.530),0.947 (0.938 - 0.955),0.998 (0.997 - 0.998),0.964 (0.963 - 0.966),Expected Value,2639,67095,148,2470,7.062,0.668,0.516539,0.502733,0.530327,0.946896,0.937911,0.954928,0.997799,0.997415,0.998139,0.964493,0.963091,0.965856,Feb 06 2024 12:40:54 PM,72352,3766,5109,534783,533215.8,5.205,7.062,0.704,0.958
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female85PlusYO,0.677 (0.664 - 0.690),0.918 (0.909 - 0.927),0.995 (0.995 - 0.996),0.976 (0.975 - 0.977),Expected Value,3459,66935,307,1651,7.062,0.779,0.676845,0.663824,0.689663,0.918216,0.909002,0.926773,0.995434,0.994895,0.99593,0.975942,0.974768,0.977076,Feb 06 2024 12:40:54 PM,72352,3766,5109,534783,533215.8,5.205,7.062,0.704,0.958
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female85PlusYO,0.859 (0.841 - 0.876),0.627 (0.606 - 0.647),0.984 (0.983 - 0.985),0.996 (0.995 - 0.996),Expected Value,1382,51128,823,227,3.005,0.725,0.858919,0.840944,0.875572,0.626757,0.606185,0.646992,0.984158,0.983047,0.985214,0.99558,0.994967,0.996135,Feb 06 2024 12:40:54 PM,53560,1460,1610,387746.2,387567.9,2.726,3.005,0.377,0.415
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female85PlusYO,0.859 (0.840 - 0.876),0.625 (0.604 - 0.645),0.984 (0.983 - 0.985),0.996 (0.995 - 0.996),Expected Value,1332,49986,800,219,2.964,0.723,0.858801,0.840469,0.875762,0.624765,0.603818,0.645369,0.984267,0.983147,0.985331,0.995638,0.995022,0.996195,Feb 06 2024 12:40:54 PM,52337,1411,1551,373118.1,372951.3,2.696,2.964,0.378,0.416
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female85PlusYO,0.686 (0.663 - 0.708),0.669 (0.646 - 0.691),0.990 (0.989 - 0.991),0.991 (0.990 - 0.991),Expected Value,1116,53936,551,510,2.898,0.677,0.685732,0.66254,0.708251,0.668866,0.645692,0.691444,0.989887,0.989011,0.99071,0.990633,0.989788,0.991425,Feb 06 2024 12:40:54 PM,56113,1411,1626,405450.4,405210.1,2.515,2.898,0.348,0.401
alzheimersDiseaseMulti,JMDC_RS,xSpec,11754,All,0.225 (0.186 - 0.269),0.979 (0.926 - 0.997),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,94,1989884,1,320,0.021,0.366,0.225182,0.18578,0.268572,0.978947,0.926013,0.99744,0.999999,0.999997,1,0.999839,0.999821,0.999856,Feb 05 2024 10:00:30 PM,1990299,537,413,10145926.7,10146126.8,0.027,0.021,0.005,0.004
alzheimersDiseaseMulti,JMDC_RS,Prevalence,5278,All,0.986 (0.972 - 0.994),0.784 (0.750 - 0.815),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,504,1989755,139,7,0.026,0.873,0.986301,0.97198,0.994475,0.783826,0.749964,0.815057,0.99993,0.999918,0.999941,0.999996,0.999992,0.999998,Feb 05 2024 10:00:30 PM,1990405,643,511,10146388.6,10146606.3,0.032,0.026,0.006,0.005
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 30 CCW Alzheimers disease,15478,All,0.933 (0.904 - 0.955),0.864 (0.829 - 0.894),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,389,1447706,60,28,0.029,0.897,0.932692,0.904189,0.954812,0.864143,0.828931,0.894461,0.999959,0.999947,0.999968,0.999981,0.999972,0.999987,Feb 06 2024 12:42:03 PM,1448183,528,417,9067269.8,9067449.8,0.036,0.029,0.006,0.005
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease,15480,All,0.990 (0.976 - 0.997),0.780 (0.743 - 0.815),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,412,1447650,116,5,0.029,0.873,0.990385,0.975565,0.997374,0.780303,0.74252,0.814914,0.99992,0.999904,0.999934,0.999997,0.999992,0.999999,Feb 06 2024 12:42:03 PM,1448183,528,417,9067269.8,9067449.8,0.036,0.029,0.006,0.005
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,All,0.991 (0.974 - 0.998),0.565 (0.524 - 0.605),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,332,1443206,254,3,0.023,0.72,0.991018,0.973976,0.998144,0.564846,0.52361,0.605426,0.999823,0.9998,0.999844,0.999997,0.999993,0.999999,Feb 06 2024 12:42:03 PM,1443795,433,335,9037629.1,9037792.5,0.03,0.023,0.005,0.004
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,All,0.991 (0.974 - 0.998),0.565 (0.524 - 0.605),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,332,1443206,254,3,0.023,0.72,0.991018,0.973976,0.998144,0.564846,0.52361,0.605426,0.999823,0.9998,0.999844,0.999997,0.999993,0.999999,Feb 06 2024 12:42:03 PM,1443795,433,335,9037629.1,9037792.5,0.03,0.023,0.005,0.004
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,All,0.934 (0.902 - 0.958),0.638 (0.594 - 0.681),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,312,1443868,177,22,0.023,0.758,0.934132,0.90197,0.958264,0.638037,0.593687,0.680706,0.999877,0.999858,0.999895,0.999984,0.999976,0.99999,Feb 06 2024 12:42:03 PM,1444379,433,335,9041939.2,9042102.5,0.03,0.023,0.005,0.004
alzheimersDiseaseMulti,JMDC_RS,xSpec,11754,Male18-34YO,0.227 (0.078 - 0.454),0.833 (0.359 - 0.996),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,6,1831210,0,16,0.001,0.357,0.227273,0.078206,0.453704,0.833333,0.358765,0.995789,1,0.999998,1,0.999991,0.999985,0.999995,Feb 05 2024 10:22:43 PM,1831232,38,22,8262604.9,8262629.1,0.002,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,Prevalence,5278,Male18-34YO,0.957 (0.781 - 0.999),0.550 (0.385 - 0.707),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,23,1831193,17,1,0.001,0.698,0.956522,0.780513,0.9989,0.55,0.384907,0.707412,0.999991,0.999985,0.999995,0.999999,0.999997,1,Feb 05 2024 10:22:43 PM,1831234,40,23,8262611.3,8262636.9,0.002,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male18-34YO,0.667 (0.410 - 0.867),0.706 (0.440 - 0.897),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,13,1257419,4,6,0.002,0.686,0.666667,0.409925,0.866573,0.705882,0.440417,0.896864,0.999996,0.999991,0.999999,0.999994,0.999989,0.999998,Feb 06 2024 12:47:41 PM,1257442,33,19,7136095.8,7136116.8,0.003,0.002,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male18-34YO,1.000 (0.815 - 1.000),0.545 (0.364 - 0.719),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,19,1257409,14,0,0.002,0.706,1,0.814698,1,0.545455,0.363507,0.718934,0.999988,0.99998,0.999993,0.999999,0.999996,1,Feb 06 2024 12:47:41 PM,1257442,33,19,7136095.8,7136116.8,0.003,0.002,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male18-34YO,1.000 (0.815 - 1.000),0.188 (0.115 - 0.280),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,19,1255507,77,0,0.001,0.316,1,0.814698,1,0.1875,0.115078,0.280046,0.999938,0.999922,0.999951,0.999999,0.999996,1,Feb 06 2024 12:47:41 PM,1255603,33,19,7123983.5,7124004.5,0.003,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male18-34YO,1.000 (0.815 - 1.000),0.188 (0.115 - 0.280),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,19,1255507,77,0,0.001,0.316,1,0.814698,1,0.1875,0.115078,0.280046,0.999938,0.999922,0.999951,0.999999,0.999996,1,Feb 06 2024 12:47:41 PM,1255603,33,19,7123983.5,7124004.5,0.003,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male18-34YO,0.667 (0.410 - 0.867),0.197 (0.106 - 0.318),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,13,1255826,48,6,0.001,0.304,0.666667,0.409925,0.866573,0.196721,0.105994,0.318421,0.999961,0.999948,0.999971,0.999994,0.999989,0.999998,Feb 06 2024 12:47:41 PM,1255893,33,19,7126029.5,7126050.6,0.003,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,xSpec,11754,Male35-54YO,0.205 (0.148 - 0.272),0.947 (0.823 - 0.994),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,37,1941721,1,139,0.009,0.336,0.204545,0.147564,0.271755,0.947368,0.822509,0.993561,0.999999,0.999997,1,0.999928,0.999915,0.999939,Feb 05 2024 10:27:32 PM,1941898,270,176,12187063.7,12187279.5,0.014,0.009,0.002,0.001
alzheimersDiseaseMulti,JMDC_RS,Prevalence,5278,Male35-54YO,0.981 (0.953 - 0.995),0.665 (0.610 - 0.716),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,210,1941624,106,4,0.011,0.792,0.981308,0.952836,0.994884,0.664557,0.609558,0.716436,0.999945,0.999934,0.999955,0.999997,0.999994,0.999999,Feb 05 2024 10:27:32 PM,1941944,316,214,12187250.7,12187489.1,0.016,0.011,0.003,0.002
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male35-54YO,0.840 (0.778 - 0.890),0.768 (0.703 - 0.825),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,153,1583602,45,29,0.011,0.802,0.839779,0.778069,0.889995,0.767677,0.702547,0.824608,0.999971,0.999961,0.999979,0.999981,0.999973,0.999987,Feb 06 2024 12:48:14 PM,1583829,269,182,11336910.7,11337110,0.017,0.011,0.002,0.002
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male35-54YO,0.983 (0.952 - 0.997),0.662 (0.602 - 0.718),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,179,1583557,90,3,0.011,0.791,0.983425,0.952328,0.996569,0.66171,0.601765,0.718046,0.999943,0.999929,0.999954,0.999997,0.999994,0.999999,Feb 06 2024 12:48:14 PM,1583829,269,182,11336910.7,11337110,0.017,0.011,0.002,0.002
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male35-54YO,0.993 (0.963 - 1.000),0.343 (0.299 - 0.391),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,148,1578522,280,1,0.009,0.51,0.993243,0.96293,0.999829,0.343458,0.29852,0.390577,0.999822,0.9998,0.999842,0.999999,0.999995,1,Feb 06 2024 12:48:14 PM,1578951,231,149,11302104.9,11302299.1,0.015,0.009,0.002,0.001
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male35-54YO,0.993 (0.963 - 1.000),0.343 (0.299 - 0.391),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,148,1578522,280,1,0.009,0.51,0.993243,0.96293,0.999829,0.343458,0.29852,0.390577,0.999822,0.9998,0.999842,0.999999,0.999995,1,Feb 06 2024 12:48:14 PM,1578951,231,149,11302104.9,11302299.1,0.015,0.009,0.002,0.001
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male35-54YO,0.839 (0.770 - 0.894),0.375 (0.323 - 0.430),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,125,1579057,208,24,0.009,0.519,0.838926,0.769881,0.893987,0.375375,0.32318,0.429809,0.999869,0.99985,0.999886,0.999985,0.999977,0.99999,Feb 06 2024 12:48:14 PM,1579414,231,149,11305712.5,11305906.6,0.015,0.009,0.002,0.001
alzheimersDiseaseMulti,JMDC_RS,xSpec,11754,Male55-64YO,0.227 (0.190 - 0.269),0.981 (0.933 - 0.998),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,103,843413,2,351,0.054,0.369,0.227373,0.18956,0.268788,0.980952,0.932884,0.997685,0.999998,0.999991,1,0.999584,0.999538,0.999626,Feb 05 2024 10:32:45 PM,843869,618,454,5161406.2,5161662.8,0.073,0.054,0.012,0.009
